filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,WeightedAverageNumberOfSharesOutstandingBasic,ticker,OperatingExpenses
2025-10-17,2025,10-K,FY,17351000000.0,113744167.0,6.02,15614000000.0,818000000.0,34702000000.0,,133000000.0,JBL,
2010-11-05,2011,10-Q,Q1,1564146000.0,,0.31,813774000.0,26274000.0,,182331000.0,83870000.0,JKHY,32454000.0
2011-02-04,2011,10-Q,Q2,1560560000.0,,0.66,810188000.0,56251000.0,,393192000.0,84106000.0,JKHY,74171000.0
2011-05-06,2011,10-Q,Q3,1560560000.0,,1.03,810188000.0,87886000.0,,608741000.0,84302000.0,JKHY,117025000.0
2011-11-07,2012,10-Q,Q1,1505797000.0,,0.37,626021000.0,31771000.0,,234822000.0,85469000.0,JKHY,44258000.0
2012-02-06,2012,10-Q,Q2,1505797000.0,,0.79,626021000.0,67816000.0,,477457000.0,85620000.0,JKHY,92088000.0
2012-05-04,2012,10-Q,Q3,1505797000.0,,1.17,626021000.0,100897000.0,,717642000.0,85819000.0,JKHY,136875000.0
2012-08-27,2012,10-K,FY,1505797000.0,,1.38,626021000.0,117870000.0,,836586000.0,84558000.0,JKHY,162867000.0
2012-11-07,2013,10-Q,Q1,1619492000.0,,0.42,636436000.0,36475000.0,,248338000.0,86403000.0,JKHY,46629000.0
2013-02-07,2013,10-Q,Q2,1619492000.0,,0.86,636436000.0,74999000.0,,504196000.0,86488000.0,JKHY,93251000.0
2013-05-06,2013,10-Q,Q3,1619492000.0,,1.28,636436000.0,111657000.0,,760500000.0,86600000.0,JKHY,140136000.0
2013-08-27,2013,10-K,FY,1619492000.0,,1.59,636436000.0,137471000.0,,966897000.0,85948000.0,JKHY,183017000.0
2013-11-08,2014,10-Q,Q1,1629155000.0,,0.49,556986000.0,42475000.0,,271001000.0,86109000.0,JKHY,48412000.0
2014-02-06,2014,10-Q,Q2,1629155000.0,,0.96,556986000.0,82981000.0,,549696000.0,86097000.0,JKHY,111222000.0
2014-05-07,2014,10-Q,Q3,1629155000.0,,1.49,556986000.0,128976000.0,,831238000.0,86104000.0,JKHY,160103000.0
2014-08-27,2014,10-K,FY,1629155000.0,,1.78,556986000.0,154984000.0,,1027109000.0,86599000.0,JKHY,187495000.0
2014-11-05,2015,10-Q,Q1,1624292000.0,,0.58,586131000.0,49788000.0,,295661000.0,85294000.0,JKHY,51381000.0
2015-06-25,2015,10-Q,Q2,1680703000.0,,1.07,713316000.0,91583000.0,,566573000.0,85372000.0,JKHY,99436000.0
2015-06-25,2015,10-Q,Q3,1680703000.0,,1.56,713316000.0,134188000.0,,858007000.0,85242000.0,JKHY,152271000.0
2015-09-11,2015,10-K,FY,1680703000.0,,1.94,713316000.0,167610000.0,,1107524000.0,86040000.0,JKHY,210637000.0
2015-11-06,2016,10-Q,Q1,1836835000.0,,0.56,845301000.0,46088000.0,,301474000.0,82195000.0,JKHY,54964000.0
2016-02-05,2016,10-Q,Q2,1836835000.0,,1.22,845301000.0,99969000.0,,612767000.0,81813000.0,JKHY,106335000.0
2016-05-09,2016,10-Q,Q3,1836835000.0,,1.84,845301000.0,150679000.0,,922477000.0,81502000.0,JKHY,160949000.0
2016-08-29,2016,10-K,FY,1836835000.0,,2.19,845301000.0,186715000.0,,1173173000.0,84866000.0,JKHY,205503000.0
2016-11-08,2017,10-Q,Q1,1815512000.0,,0.64,819302000.0,51366000.0,,321618000.0,80545000.0,JKHY,57418000.0
2017-02-09,2017,10-Q,Q2,1815512000.0,,1.38,819302000.0,110714000.0,,654490000.0,80009000.0,JKHY,115057000.0
2017-05-08,2017,10-Q,Q3,1815512000.0,,2.06,819302000.0,164597000.0,,987677000.0,79608000.0,JKHY,174140000.0
2017-08-25,2017,10-K,FY,1815512000.0,,2.59,819302000.0,211221000.0,,1256190000.0,81353000.0,JKHY,217989000.0
2017-11-09,2018,10-Q,Q1,1908945000.0,,0.79,876894000.0,62244000.0,,345028000.0,78413000.0,JKHY,
2018-02-08,2018,10-Q,Q2,1908945000.0,,1.54,876894000.0,121058000.0,,693581000.0,78114000.0,JKHY,
2018-05-07,2018,10-Q,Q3,1908945000.0,,2.31,876894000.0,181102000.0,,1047349000.0,77941000.0,JKHY,
2018-08-24,2018,10-K,FY,1908945000.0,,3.12,876894000.0,248867000.0,,1354646000.0,79416000.0,JKHY,
2018-11-08,2019,10-Q,Q1,2037208000.0,,0.86,714364000.0,66870000.0,361284000.0,,77283000.0,JKHY,
2019-02-07,2019,10-Q,Q2,2037208000.0,,2.94,714364000.0,228113000.0,718493000.0,,77250000.0,JKHY,
2019-05-09,2019,10-Q,Q3,2037208000.0,,3.83,714364000.0,297199000.0,1092541000.0,,77249000.0,JKHY,
2019-08-26,2019,10-K,FY,2033058000.0,,2.93,710214000.0,229561000.0,1388290000.0,,77856000.0,JKHY,
2019-11-08,2020,10-Q,Q1,2184829000.0,,1.08,755816000.0,83551000.0,392543000.0,,77188000.0,JKHY,
2020-02-07,2020,10-Q,Q2,2184829000.0,,1.96,755816000.0,151640000.0,778818000.0,,77202000.0,JKHY,
2020-05-08,2020,10-Q,Q3,2184829000.0,,2.72,755816000.0,210892000.0,1159182000.0,,77194000.0,JKHY,
2020-08-25,2020,10-K,FY,2184829000.0,,4.7,755816000.0,365034000.0,1470797000.0,,77252000.0,JKHY,
2020-11-06,2021,10-Q,Q1,2428474000.0,,1.16,878786000.0,89370000.0,438005000.0,,76972000.0,JKHY,
2021-02-09,2021,10-Q,Q2,2428474000.0,,2.1,878786000.0,161468000.0,857124000.0,,76926000.0,JKHY,
2021-05-07,2021,10-Q,Q3,2428474000.0,,3.06,878786000.0,235323000.0,1286530000.0,,76845000.0,JKHY,
2021-08-25,2021,10-K,FY,2428474000.0,,3.52,878786000.0,271885000.0,1552691000.0,,77160000.0,JKHY,
2021-11-09,2022,10-Q,Q1,2336156000.0,,1.19,1016864000.0,91216000.0,451800000.0,,76507000.0,JKHY,
2022-02-09,2022,10-Q,Q2,2336156000.0,,2.13,1016864000.0,163198000.0,874161000.0,,76354000.0,JKHY,
2022-05-06,2022,10-Q,Q3,2336156000.0,,3.08,1016864000.0,234607000.0,1307938000.0,,76022000.0,JKHY,
2022-08-25,2022,10-K,FY,2336156000.0,,3.86,1016864000.0,296668000.0,1697067000.0,,76787000.0,JKHY,
2022-11-09,2023,10-Q,Q1,2455564000.0,,1.38,1073941000.0,102114000.0,488056000.0,,74016000.0,JKHY,
2023-02-09,2023,10-Q,Q2,2455564000.0,,2.68,1073941000.0,197783000.0,981952000.0,,73798000.0,JKHY,
2023-05-08,2023,10-Q,Q3,2455564000.0,,3.84,1073941000.0,282490000.0,1460212000.0,,73477000.0,JKHY,
2023-08-24,2023,10-K,FY,2455564000.0,,4.12,1073941000.0,311469000.0,1758225000.0,,75546000.0,JKHY,
2023-11-09,2024,10-Q,Q1,2773826000.0,,1.46,1165316000.0,106549000.0,529202000.0,,72896000.0,JKHY,
2024-02-08,2024,10-Q,Q2,2773826000.0,,2.56,1165316000.0,187324000.0,1034516000.0,,72929000.0,JKHY,
2024-05-09,2024,10-Q,Q3,2773826000.0,,3.68,1165316000.0,268873000.0,1543069000.0,,72931000.0,JKHY,
2024-08-26,2024,10-K,FY,2773826000.0,,4.94,1165316000.0,362916000.0,1942884000.0,,73324000.0,JKHY,
2024-11-08,2025,10-Q,Q1,2924481000.0,,1.39,1082117000.0,101679000.0,571368000.0,,72869000.0,JKHY,
2025-02-07,2025,10-Q,Q2,2924481000.0,,2.65,1082117000.0,193644000.0,1117069000.0,,72854000.0,JKHY,
2025-05-12,2025,10-Q,Q3,2924481000.0,,3.85,1082117000.0,280743000.0,1655631000.0,,72860000.0,JKHY,
2025-08-25,2025,10-K,FY,2924481000.0,,5.02,1082117000.0,366646000.0,2077702000.0,,72918000.0,JKHY,
2009-07-30,2009,10-Q,Q3,4278238000.0,122701049.0,2.46,,306359000.0,,8055538000.0,,J,
2009-11-20,2009,10-K,FY,4278238000.0,122701049.0,2.35,,287130000.0,,8473970000.0,,J,
2010-01-28,2010,10-Q,Q1,4428614000.0,124229933.0,0.94,,116350000.0,,3232653000.0,,J,
2010-04-29,2010,10-Q,Q2,4428614000.0,124229933.0,1.82,,225637000.0,,6208105000.0,,J,
2010-07-30,2010,10-Q,Q3,4428614000.0,124229933.0,2.58,,320537000.0,,8914829000.0,122593000.0,J,
2010-11-23,2010,10-K,FY,4428614000.0,124229933.0,0.79,,98370000.0,,2471817000.0,121083000.0,J,
2011-01-26,2011,10-Q,Q1,4683917000.0,125909073.0,0.58,,72437000.0,,2477785000.0,123622000.0,J,
2011-04-29,2011,10-Q,Q2,4683917000.0,125909073.0,1.2,,149937000.0,,5064759000.0,123771000.0,J,
2011-07-29,2011,10-Q,Q3,4683917000.0,125909073.0,1.35,,168980000.0,,7572484000.0,123960000.0,J,
2011-11-21,2011,10-K,FY,4683917000.0,125909073.0,0.94,,116350000.0,,3232653000.0,122772000.0,J,
2012-01-27,2012,10-Q,Q1,6049428000.0,127784884.0,0.52,,65823000.0,,2356175000.0,124988000.0,J,
2012-05-02,2012,10-Q,Q2,6049428000.0,127784884.0,1.15,,146073000.0,,4914191000.0,125198000.0,J,
2012-08-02,2012,10-Q,Q3,6049428000.0,127784884.0,1.86,,236749000.0,,7658369000.0,125438000.0,J,
2012-11-20,2012,10-K,FY,6199226000.0,127784884.0,0.58,,72437000.0,,2477785000.0,124134000.0,J,
2013-01-24,2013,10-Q,Q1,6839433000.0,129935881.0,0.7,,89710000.0,,2631768000.0,126921000.0,J,
2013-05-01,2013,10-Q,Q2,6839433000.0,129935881.0,1.35,,173643000.0,,5334619000.0,127171000.0,J,
2013-08-01,2013,10-Q,Q3,6839433000.0,129935881.0,2.11,,271543000.0,,8107493000.0,127422000.0,J,
2013-11-22,2013,10-K,FY,6839433000.0,129935881.0,0.52,,65823000.0,,2356175000.0,125686000.0,J,
2014-01-24,2014,10-Q,Q1,7274144000.0,131639196.0,0.76,,99010000.0,,2759641000.0,128644000.0,J,
2014-05-02,2014,10-Q,Q2,7274144000.0,131639196.0,1.56,,203411000.0,,5594725000.0,128876000.0,J,
2014-08-01,2014,10-Q,Q3,7274144000.0,131639196.0,2.39,,312282000.0,,8675720000.0,129094000.0,J,
2014-11-24,2014,10-K,FY,7274144000.0,131639196.0,0.7,,89710000.0,,2631768000.0,127644000.0,J,
2015-02-02,2015,10-Q,Q1,8453659000.0,131752768.0,0.71,,93732000.0,,3068891000.0,130121000.0,J,
2015-05-01,2015,10-Q,Q2,8453659000.0,131752768.0,1.34,,177192000.0,,6244924000.0,130254000.0,J,
2015-07-31,2015,10-Q,Q3,8453659000.0,131752768.0,1.83,,242034000.0,,9476715000.0,130417000.0,J,
2015-11-24,2015,10-K,FY,8453659000.0,131752768.0,0.76,,99010000.0,,2759641000.0,129288000.0,J,
2016-02-03,2016,10-Q,Q1,7785926000.0,123952156.0,0.77,,100079000.0,,3187005000.0,128652000.0,J,
2016-05-05,2016,10-Q,Q2,7785926000.0,123152966.0,1.42,,182046000.0,,6090337000.0,127283000.0,J,
2016-08-09,2016,10-Q,Q3,7785926000.0,123152966.0,2.15,,273108000.0,,8997878000.0,126004000.0,J,
2016-11-22,2016,10-K,FY,7785926000.0,123152966.0,0.71,,93732000.0,,3068891000.0,130483000.0,J,
2017-02-08,2017,10-Q,Q1,7360022000.0,120950899.0,0.38,,46514000.0,,2847934000.0,120888000.0,J,
2017-05-09,2017,10-Q,Q2,7360022000.0,120950899.0,0.92,,111764000.0,,5629697000.0,120554000.0,J,
2017-08-08,2017,10-Q,Q3,7360022000.0,120950899.0,1.49,,180819000.0,,8323570000.0,120330000.0,J,
2017-11-21,2017,10-K,FY,7360022000.0,120950899.0,0.77,,100079000.0,,3187005000.0,,J,
2018-02-07,2018,10-Q,Q1,7380859000.0,120385544.0,0.5,,60536000.0,,2551604000.0,,J,
2018-05-08,2018,10-Q,Q2,7380859000.0,120385544.0,0.91,,110554000.0,,4854171000.0,119416000.0,J,
2018-08-06,2018,10-Q,Q3,7380859000.0,120385544.0,1.64,,199586000.0,,,119360000.0,J,
2018-11-21,2018,10-K,FY,7380859000.0,120385544.0,0.38,,46514000.0,,2847934000.0,120133000.0,J,
2019-02-06,2019,10-Q,Q1,12645795000.0,120385544.0,0.02,,2163000.0,,,124122000.0,J,
2019-05-07,2019,10-Q,Q2,12645795000.0,142217933.0,0.38,,48587000.0,,,132954000.0,J,
2019-08-05,2019,10-Q,Q3,12645795000.0,142217933.0,1.46,,200972000.0,,,135974000.0,J,
2019-11-25,2019,10-K,FY,12645795000.0,142217933.0,2.42,,293727000.0,,,119370000.0,J,
2020-02-04,2020,10-Q,Q1,11462711000.0,132879395.0,0.86,,124296000.0,,,142154000.0,J,
2020-05-06,2020,10-Q,Q2,11462711000.0,132879395.0,1.28,,181213000.0,,,140245000.0,J,
2020-08-03,2020,10-Q,Q3,11462711000.0,132879395.0,5.02,,705654000.0,,,139033000.0,J,
2020-11-24,2020,10-K,FY,11462711000.0,132879395.0,1.18,,163431000.0,,,137536000.0,J,
2021-02-09,2021,10-Q,Q1,12354353000.0,129747783.0,1.91,,257010000.0,,,133134000.0,J,
2021-05-10,2021,10-Q,Q2,12354353000.0,129747783.0,1.23,,164926000.0,,,132832000.0,J,
2021-08-03,2021,10-Q,Q3,12354353000.0,129747783.0,3.08,,409855000.0,,,131959000.0,J,
2021-11-23,2021,10-K,FY,12354353000.0,129747783.0,6.08,,847979000.0,,,137907000.0,J,
2022-02-08,2022,10-Q,Q1,14632609000.0,128892540.0,1.96,,257048000.0,,,129968000.0,J,
2022-05-03,2022,10-Q,Q2,14632609000.0,128892540.0,2.04,,268091000.0,,,130115000.0,J,
2022-08-01,2022,10-Q,Q3,14632609000.0,128892540.0,2.87,,433885000.0,,,130205000.0,J,
2022-11-21,2022,10-K,FY,14632609000.0,128892540.0,3.71,,491845000.0,,,131514000.0,J,
2023-02-07,2023,10-Q,Q1,14660419000.0,127393378.0,1.03,,134034000.0,,,129342000.0,J,
2023-05-09,2023,10-Q,Q2,14660419000.0,127393378.0,1.71,,222849000.0,,,129337000.0,J,
2023-08-08,2023,10-Q,Q3,14660419000.0,127393378.0,3.23,,418832000.0,,,128966000.0,J,
2023-11-21,2023,10-K,FY,14660419000.0,127393378.0,3.2,,477030000.0,,,130194000.0,J,
2024-02-06,2024,10-Q,Q1,14617109000.0,125976998.0,1.06,,135647000.0,,,126824000.0,J,
2024-05-07,2024,10-Q,Q2,14617109000.0,125976998.0,2.76,,352160000.0,,,126855000.0,J,
2024-08-06,2024,10-Q,Q3,14617109000.0,125976998.0,4.06,,516397000.0,,,126785000.0,J,
2024-11-25,2024,10-K,FY,14617109000.0,125976998.0,4.98,,644039000.0,,,128665000.0,J,
2025-02-04,2025,10-Q,Q1,11759005000.0,124253511.0,1.37,,171610000.0,,,126105000.0,J,
2025-05-06,2025,10-Q,Q2,11759005000.0,124253511.0,2.65,,333722000.0,,,125909000.0,J,
2025-08-05,2025,10-Q,Q3,11759005000.0,124253511.0,3.82,,480657000.0,,,125660000.0,J,
2025-11-20,2025,10-K,FY,11759005000.0,124084028.0,5.3,,665777000.0,,,126607000.0,J,
2009-08-04,2009,10-Q,Q2,84912000000.0,,2.43,42401000000.0,,,,2821600000.0,JNJ,
2009-11-04,2009,10-Q,Q3,84912000000.0,,3.6,42401000000.0,,,,2811900000.0,JNJ,
2010-03-01,2009,10-K,FY,84912000000.0,,3.63,42401000000.0,,,,2882900000.0,JNJ,
2010-05-10,2010,10-Q,Q1,94682000000.0,,1.26,44094000000.0,,,,2765900000.0,JNJ,
2010-08-11,2010,10-Q,Q2,94682000000.0,,2.41,44094000000.0,,,,2761300000.0,JNJ,
2010-11-10,2010,10-Q,Q3,94682000000.0,,3.61,44094000000.0,,,,2760000000.0,JNJ,
2011-02-25,2010,10-K,FY,84912000000.0,,4.57,44094000000.0,3507000000.0,,,2802500000.0,JNJ,
2011-05-10,2011,10-Q,Q1,102908000000.0,,1.62,46329000000.0,,,,2755400000.0,JNJ,
2011-08-09,2011,10-Q,Q2,102908000000.0,,2.85,46329000000.0,,,,2755700000.0,JNJ,
2011-11-08,2011,10-Q,Q3,102908000000.0,,4.08,46329000000.0,,,,2754200000.0,JNJ,
2012-02-23,2011,10-K,FY,94682000000.0,,4.4,46329000000.0,4526000000.0,,,2759500000.0,JNJ,
2012-05-07,2012,10-Q,Q1,113644000000.0,,1.25,56564000000.0,,,,2738400000.0,JNJ,
2012-08-02,2012,10-Q,Q2,113644000000.0,,2.25,56564000000.0,,,,2739600000.0,JNJ,
2012-11-09,2012,10-Q,Q3,113644000000.0,,3.4,56564000000.0,9454000000.0,,,2738500000.0,JNJ,
2013-02-22,2012,10-K,FY,102908000000.0,,4.78,56564000000.0,13334000000.0,,,2751400000.0,JNJ,
2013-05-03,2013,10-Q,Q1,121347000000.0,,1.41,56521000000.0,3910000000.0,,,2736900000.0,JNJ,
2013-08-01,2013,10-Q,Q2,121347000000.0,,1.91,56521000000.0,5318000000.0,,32614000000.0,2741700000.0,JNJ,
2013-11-04,2013,10-Q,Q3,121347000000.0,,2.96,56521000000.0,8286000000.0,,49666000000.0,2747100000.0,JNJ,
2014-02-21,2013,10-K,FY,113644000000.0,,3.49,56521000000.0,9672000000.0,,,2736000000.0,JNJ,
2014-05-02,2014,10-Q,Q1,132683000000.0,,1.22,58630000000.0,3497000000.0,,17505000000.0,2790200000.0,JNJ,
2014-08-01,2014,10-Q,Q2,132683000000.0,,2.55,58630000000.0,7330000000.0,,35382000000.0,2799500000.0,JNJ,
2014-10-30,2014,10-Q,Q3,132683000000.0,,3.58,58630000000.0,10312000000.0,,52957000000.0,2805600000.0,JNJ,
2015-02-24,2014,10-K,FY,121347000000.0,,3.86,58630000000.0,10853000000.0,,,2753300000.0,JNJ,
2015-05-01,2015,10-Q,Q1,131119000000.0,,1.64,61367000000.0,4727000000.0,,,2826800000.0,JNJ,
2015-07-31,2015,10-Q,Q2,131119000000.0,,3.15,61367000000.0,9053000000.0,,,2826500000.0,JNJ,
2015-10-30,2015,10-Q,Q3,131119000000.0,,4.81,61367000000.0,13802000000.0,,,2822000000.0,JNJ,
2016-02-24,2015,10-K,FY,130358000000.0,,4.81,60606000000.0,13831000000.0,,,2809200000.0,JNJ,
2016-05-10,2016,10-Q,Q1,133411000000.0,,1.53,62261000000.0,4320000000.0,,,2782600000.0,JNJ,
2016-08-04,2016,10-Q,Q2,133411000000.0,,3.13,62261000000.0,8836000000.0,,,2777700000.0,JNJ,
2016-11-04,2016,10-Q,Q3,133411000000.0,,4.33,62261000000.0,12194000000.0,,,2774800000.0,JNJ,
2017-02-27,2016,10-K,FY,133411000000.0,,5.7,62261000000.0,16323000000.0,,,2815200000.0,JNJ,
2017-05-08,2017,10-Q,Q1,141208000000.0,,1.59,70790000000.0,4457000000.0,,,2757200000.0,JNJ,
2017-08-03,2017,10-Q,Q2,141208000000.0,,3.02,70790000000.0,8454000000.0,,,2751400000.0,JNJ,
2017-11-02,2017,10-Q,Q3,141208000000.0,,4.55,70790000000.0,12726000000.0,,,2744900000.0,JNJ,
2018-02-21,2017,10-K,FY,141208000000.0,,5.48,70790000000.0,15409000000.0,,,2771800000.0,JNJ,
2018-05-01,2018,10-Q,Q1,157303000000.0,,1.61,97143000000.0,4422000000.0,,,2706600000.0,JNJ,
2018-08-02,2018,10-Q,Q2,157303000000.0,,3.0,97143000000.0,8249000000.0,,,2699300000.0,JNJ,
2018-10-31,2018,10-Q,Q3,157303000000.0,,4.37,97143000000.0,12013000000.0,56255000000.0,,2694400000.0,JNJ,
2019-02-20,2018,10-K,FY,157303000000.0,,5.93,97143000000.0,16540000000.0,71890000000.0,,2737300000.0,JNJ,
2019-05-01,2019,10-Q,Q1,152954000000.0,,1.6,93202000000.0,4367000000.0,20009000000.0,,2682200000.0,JNJ,
2019-07-29,2019,10-Q,Q2,152954000000.0,,3.05,93202000000.0,8321000000.0,40839000000.0,,2682200000.0,JNJ,
2019-10-28,2019,10-Q,Q3,152954000000.0,,4.49,93202000000.0,12255000000.0,61187000000.0,,2682600000.0,JNJ,
2020-02-18,2019,10-K,FY,152954000000.0,,0.47,93202000000.0,1300000000.0,76450000000.0,,2692000000.0,JNJ,
2020-04-29,2020,10-Q,Q1,157728000000.0,,1.39,98257000000.0,3749000000.0,20021000000.0,,2660800000.0,JNJ,
2020-07-24,2020,10-Q,Q2,157728000000.0,,3.47,98257000000.0,9356000000.0,40583000000.0,,2656700000.0,JNJ,
2020-10-23,2020,10-Q,Q3,157728000000.0,,4.13,98257000000.0,11109000000.0,61312000000.0,,2649500000.0,JNJ,
2021-02-22,2020,10-K,FY,157728000000.0,,5.61,98257000000.0,15297000000.0,81581000000.0,,2681500000.0,JNJ,
2021-04-30,2021,10-Q,Q1,174894000000.0,,2.17,111616000000.0,5796000000.0,20691000000.0,,2633700000.0,JNJ,
2021-07-29,2021,10-Q,Q2,174894000000.0,,3.53,111616000000.0,9422000000.0,39027000000.0,,2633300000.0,JNJ,
2021-10-29,2021,10-Q,Q3,174894000000.0,,4.86,111616000000.0,12976000000.0,60109000000.0,,2633000000.0,JNJ,
2022-02-17,2021,10-K,FY,174894000000.0,,5.63,111616000000.0,15119000000.0,82059000000.0,,2645100000.0,JNJ,
2022-04-29,2022,10-Q,Q1,182018000000.0,,2.32,107995000000.0,6197000000.0,22321000000.0,,2631600000.0,JNJ,
2022-07-29,2022,10-Q,Q2,182018000000.0,,4.67,107995000000.0,12475000000.0,45633000000.0,,2632000000.0,JNJ,
2022-10-27,2022,10-Q,Q3,182018000000.0,,6.04,107995000000.0,16142000000.0,68971000000.0,,2632200000.0,JNJ,
2023-02-16,2022,10-K,FY,182018000000.0,,5.51,107995000000.0,14714000000.0,82584000000.0,,2632800000.0,JNJ,
2023-04-28,2023,10-Q,Q1,187378000000.0,,1.93,110574000000.0,5149000000.0,23426000000.0,,2629200000.0,JNJ,
2023-07-31,2023,10-Q,Q2,187378000000.0,,3.73,110574000000.0,9963000000.0,47446000000.0,,2629400000.0,JNJ,
2023-10-27,2023,10-Q,Q3,187378000000.0,,5.41,110574000000.0,14421000000.0,60051000000.0,,2628900000.0,JNJ,
2024-02-16,2023,10-K,FY,187378000000.0,,7.81,110574000000.0,20878000000.0,78740000000.0,,2632100000.0,JNJ,
2024-05-01,2024,10-Q,Q1,167558000000.0,,-0.03,98784000000.0,-68000000.0,20894000000.0,,2605500000.0,JNJ,
2024-07-25,2024,10-Q,Q2,167558000000.0,,1.93,98784000000.0,5076000000.0,42413000000.0,,2601900000.0,JNJ,
2024-10-23,2024,10-Q,Q3,167558000000.0,,11.95,98784000000.0,31104000000.0,63764000000.0,,2575600000.0,JNJ,
2025-02-13,2024,10-K,FY,167558000000.0,,6.73,98784000000.0,17941000000.0,79990000000.0,,2625200000.0,JNJ,
2025-04-23,2025,10-Q,Q1,180104000000.0,,1.34,108614000000.0,3255000000.0,21383000000.0,,2408200000.0,JNJ,
2025-07-24,2025,10-Q,Q2,180104000000.0,,3.27,108614000000.0,7941000000.0,43830000000.0,,2407500000.0,JNJ,
2025-10-22,2025,10-Q,Q3,180104000000.0,,4.38,108614000000.0,10635000000.0,66301000000.0,,2407400000.0,JNJ,
2026-02-11,2025,10-K,FY,180104000000.0,,13.72,108614000000.0,35153000000.0,85159000000.0,,2533500000.0,JNJ,
2009-07-30,2009,10-Q,Q3,28804000000.0,,2.28,13296000000.0,1119000000.0,,14915000000.0,487000000.0,JCI,
2009-11-17,2009,10-K,FY,28804000000.0,479346720.0,-3.52,13296000000.0,-1742000000.0,,18477000000.0,495000000.0,JCI,
2010-01-28,2010,10-Q,Q1,25553000000.0,,0.58,12599000000.0,277000000.0,,4426000000.0,473000000.0,JCI,
2010-04-27,2010,10-Q,Q2,25553000000.0,,-4.84,12599000000.0,-2290000000.0,,8576000000.0,473000000.0,JCI,
2010-07-29,2010,10-Q,Q3,25553000000.0,,-4.23,12599000000.0,-2003000000.0,,12560000000.0,473000000.0,JCI,
2010-11-12,2010,10-K,FY,28804000000.0,,0.08,12599000000.0,1553000000.0,,19733000000.0,484000000.0,JCI,
2011-01-27,2011,10-Q,Q1,27128000000.0,,0.63,13027000000.0,302000000.0,,4155000000.0,476000000.0,JCI,
2011-04-28,2011,10-Q,Q2,27128000000.0,,1.28,13027000000.0,612000000.0,,8249000000.0,476000000.0,JCI,
2011-07-28,2011,10-Q,Q3,27128000000.0,,1.79,13027000000.0,866000000.0,,12523000000.0,481000000.0,JCI,
2011-11-16,2011,10-K,FY,25553000000.0,,-3.8,13027000000.0,-1798000000.0,,16882000000.0,473000000.0,JCI,
2012-01-31,2012,10-Q,Q1,26777000000.0,,1.34,12497000000.0,659000000.0,,4379000000.0,488000000.0,JCI,
2012-04-26,2012,10-Q,Q2,26777000000.0,,2.01,12497000000.0,974000000.0,,8370000000.0,480000000.0,JCI,
2012-07-31,2012,10-Q,Q3,26777000000.0,,2.77,12497000000.0,1333000000.0,,12662000000.0,476000000.0,JCI,
2012-11-16,2012,10-K,FY,27066000000.0,,2.31,12455000000.0,1130000000.0,,11020000000.0,485000000.0,JCI,
2013-01-29,2013,10-Q,Q1,12365000000.0,,0.69,7343000000.0,322000000.0,,2478000000.0,464000000.0,JCI,
2013-04-26,2013,10-Q,Q2,12365000000.0,,1.38,7343000000.0,645000000.0,,5020000000.0,463000000.0,JCI,
2013-07-26,2013,10-Q,Q3,12365000000.0,,1.9,7343000000.0,891000000.0,,7675000000.0,463000000.0,JCI,
2013-11-14,2013,10-K,FY,26702000000.0,,3.59,7343000000.0,1719000000.0,,10557000000.0,474000000.0,JCI,
2014-01-31,2014,10-Q,Q1,12176000000.0,,0.34,7043000000.0,163000000.0,,2600000000.0,466000000.0,JCI,
2014-04-25,2014,10-Q,Q2,12176000000.0,,0.49,7043000000.0,235000000.0,,4945000000.0,466000000.0,JCI,
2014-07-25,2014,10-Q,Q3,12176000000.0,,0.78,7043000000.0,370000000.0,,7463000000.0,465000000.0,JCI,
2014-11-14,2014,10-K,FY,12365000000.0,,1.02,7043000000.0,472000000.0,,9892000000.0,463000000.0,JCI,
2015-01-30,2015,10-Q,Q1,11809000000.0,,0.57,7126000000.0,270000000.0,,2493000000.0,464000000.0,JCI,
2015-04-24,2015,10-Q,Q2,11809000000.0,,1.01,7126000000.0,477000000.0,,4969000000.0,462000000.0,JCI,
2015-07-31,2015,10-Q,Q3,11809000000.0,,4.11,7126000000.0,1927000000.0,,7629000000.0,461000000.0,JCI,
2015-11-13,2015,10-K,FY,12176000000.0,,1.14,7126000000.0,536000000.0,,10058000000.0,465000000.0,JCI,
2016-01-29,2016,10-Q,Q1,12321000000.0,,0.38,8245000000.0,162000000.0,,2478000000.0,420000000.0,JCI,
2016-04-29,2016,10-Q,Q2,12321000000.0,,0.77,8245000000.0,329000000.0,,4908000000.0,420000000.0,JCI,
2016-07-29,2016,10-Q,Q3,12321000000.0,,1.14,8245000000.0,485000000.0,,7397000000.0,421000000.0,JCI,
2016-11-23,2016,10-K,FY,32812000000.0,935500000.0,1.8,,1215000000.0,,,666900000.0,JCI,
2017-02-08,2017,10-Q,Q1,63179000000.0,,0.69,,450000000.0,,,647700000.0,JCI,
2017-05-04,2017,10-Q,Q2,63179000000.0,,-0.12,,-80000000.0,,,648000000.0,JCI,
2017-08-03,2017,10-Q,Q3,63179000000.0,,0.47,,303000000.0,,,647000000.0,JCI,
2017-11-21,2017,10-K,FY,29590000000.0,935500000.0,2.36,,1563000000.0,,,655200000.0,JCI,
