filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,WeightedAverageNumberOfSharesOutstandingBasic,ticker,OperatingExpenses
2021-05-07,2021,10-Q,Q1,150565000000.0,,2.02,,3010000000.0,,8619000000.0,1481000000.0,ABBV,
2021-08-02,2021,10-Q,Q2,150565000000.0,,1.43,,2272000000.0,,19044000000.0,1564000000.0,ABBV,
2021-11-02,2021,10-Q,Q3,150565000000.0,,2.77,,4580000000.0,,31946000000.0,1633000000.0,ABBV,
2022-02-18,2021,10-K,FY,150565000000.0,,5.28,,7882000000.0,33266000000.0,33266000000.0,1481000000.0,ABBV,
2022-05-06,2022,10-Q,Q1,146529000000.0,,1.99,,3553000000.0,,13010000000.0,1769000000.0,ABBV,
2022-08-04,2022,10-Q,Q2,146529000000.0,,2.41,,4319000000.0,,26969000000.0,1769000000.0,ABBV,
2022-11-04,2022,10-Q,Q3,146529000000.0,,4.19,,7498000000.0,,41311000000.0,1769000000.0,ABBV,
2023-02-17,2022,10-K,FY,146529000000.0,,2.72,,4616000000.0,45804000000.0,45804000000.0,1667000000.0,ABBV,
2023-05-05,2023,10-Q,Q1,138805000000.0,,2.51,,4490000000.0,,13538000000.0,1771000000.0,ABBV,
2023-08-07,2023,10-Q,Q2,138805000000.0,,3.03,,5414000000.0,,28121000000.0,1770000000.0,ABBV,
2023-11-06,2023,10-Q,Q3,138805000000.0,,5.24,,9363000000.0,,42933000000.0,1771000000.0,ABBV,
2024-02-20,2023,10-K,FY,138805000000.0,,6.45,,11542000000.0,56197000000.0,56197000000.0,1770000000.0,ABBV,
2024-05-03,2024,10-Q,Q1,134711000000.0,,0.13,,239000000.0,,12225000000.0,1770000000.0,ABBV,
2024-08-07,2024,10-Q,Q2,134711000000.0,,1.26,,2263000000.0,,26090000000.0,1768000000.0,ABBV,
2024-11-04,2024,10-Q,Q3,134711000000.0,,2.26,,4041000000.0,,40017000000.0,1768000000.0,ABBV,
2025-02-14,2024,10-K,FY,134711000000.0,,6.63,,11836000000.0,58054000000.0,58054000000.0,1771000000.0,ABBV,
2025-05-09,2025,10-Q,Q1,135161000000.0,,0.77,,1369000000.0,,12310000000.0,1769000000.0,ABBV,
2025-08-04,2025,10-Q,Q2,135161000000.0,,1.53,,2739000000.0,,26772000000.0,1769000000.0,ABBV,
2025-11-04,2025,10-Q,Q3,135161000000.0,,2.41,,4300000000.0,,41232000000.0,1769000000.0,ABBV,
2026-02-20,2025,10-K,FY,135161000000.0,,2.72,,4863000000.0,54318000000.0,54318000000.0,1768000000.0,ABBV,
2009-12-18,2010,10-Q,Q1,12255734000.0,,0.74,,479866000.0,,6470608000.0,622243687.0,ACN,
2010-03-26,2010,10-Q,Q2,12255734000.0,,1.37,,891302000.0,,12128171000.0,621322235.0,ACN,
2010-06-25,2010,10-Q,Q3,12255734000.0,,2.05,,1335271000.0,,17665519000.0,622108212.0,ACN,
2010-10-26,2010,10-K,FY,12255734000.0,,2.64,,1691751000.0,,25313826000.0,610949205.0,ACN,
2010-12-20,2011,10-Q,Q1,12835253000.0,,0.67,,444817000.0,,5747687000.0,631527053.0,ACN,
2011-03-25,2011,10-Q,Q2,12835253000.0,,1.27,,844577000.0,,11285510000.0,635092477.0,ACN,
2011-06-24,2011,10-Q,Q3,12835253000.0,,1.99,,1335174000.0,,17261005000.0,637199756.0,ACN,
2011-10-21,2011,10-K,FY,12835253000.0,,2.44,,1589963000.0,,23170968000.0,623007198.0,ACN,
2011-12-20,2012,10-Q,Q1,15731510000.0,,0.81,,534714000.0,,6478193000.0,637298491.0,ACN,
2012-03-23,2012,10-Q,Q2,15731510000.0,,1.56,,1037731000.0,,12974486000.0,641779811.0,ACN,
2012-06-29,2012,10-Q,Q3,15731510000.0,,2.48,,1665744000.0,,20178841000.0,645032214.0,ACN,
2012-10-30,2012,10-K,FY,15731510000.0,,2.66,,1780656000.0,,23094078000.0,637170234.0,ACN,
2012-12-20,2013,10-Q,Q1,16665415000.0,,0.96,,642086000.0,,7589108000.0,644285298.0,ACN,
2013-03-28,2013,10-Q,Q2,16665415000.0,,1.93,,1286009000.0,,14848936000.0,645390718.0,ACN,
2013-06-28,2013,10-Q,Q3,16665415000.0,,2.96,,1975228000.0,,22489726000.0,645507900.0,ACN,
2013-10-29,2013,10-K,FY,16665415000.0,,3.39,,2277677000.0,,27352914000.0,645631170.0,ACN,
2013-12-19,2014,10-Q,Q1,16867049000.0,,1.06,,698817000.0,,7668036000.0,639659238.0,ACN,
2014-03-27,2014,10-Q,Q2,16867049000.0,,2.71,,1800619000.0,,15161356000.0,644608780.0,ACN,
2014-06-26,2014,10-Q,Q3,16867049000.0,,3.92,,2610878000.0,,22869291000.0,646617365.0,ACN,
2014-10-24,2014,10-K,FY,16867049000.0,,3.84,,2553510000.0,,29777985000.0,643132601.0,ACN,
2014-12-18,2015,10-Q,Q1,17930452000.0,,1.15,,751846000.0,,7799696000.0,636695545.0,ACN,
2015-03-26,2015,10-Q,Q2,17930452000.0,,2.18,,1423146000.0,,15367179000.0,636314554.0,ACN,
2015-06-25,2015,10-Q,Q3,17930452000.0,,3.44,,2240482000.0,,23607359000.0,635231759.0,ACN,
2015-10-30,2015,10-K,FY,17930452000.0,,4.93,,3281878000.0,,30394285000.0,645536995.0,ACN,
2015-12-17,2016,10-Q,Q1,18266058000.0,,1.29,,831530000.0,,8343257000.0,628439218.0,ACN,
2016-03-24,2016,10-Q,Q2,18266058000.0,,2.37,,1522256000.0,,16274847000.0,628338365.0,ACN,
2016-06-23,2016,10-Q,Q3,18266058000.0,,3.61,,2315953000.0,,24549913000.0,627523298.0,ACN,
2016-10-28,2016,10-K,FY,18202647000.0,,4.52,,2941498000.0,,31874678000.0,634216250.0,ACN,
2016-12-21,2017,10-Q,Q1,20609004000.0,,1.28,,818899000.0,,8465984000.0,626463124.0,ACN,
2017-03-23,2017,10-Q,Q2,20609004000.0,,3.36,,2145419000.0,,16863037000.0,626505960.0,ACN,
2017-06-22,2017,10-Q,Q3,20609004000.0,,4.77,,3042666000.0,,25832081000.0,625563431.0,ACN,
2017-10-26,2017,10-K,FY,20609004000.0,,4.76,,3053581000.0,,32914424000.0,626799586.0,ACN,
2017-12-21,2018,10-Q,Q1,22689890000.0,,1.58,,1004476000.0,,9005603000.0,621569764.0,ACN,
2018-03-22,2018,10-Q,Q2,22689890000.0,,2.91,,1843228000.0,,17767785000.0,621787252.0,ACN,
2018-06-28,2018,10-Q,Q3,22689890000.0,,3.96,,2512696000.0,,27124572000.0,621025256.0,ACN,
2018-10-24,2018,10-K,FY,22689890000.0,,6.45,,4111892000.0,,34797661000.0,624797820.0,ACN,
2018-12-20,2019,10-Q,Q1,24449083000.0,,1.79,,1123660000.0,,9884313000.0,615835525.0,ACN,
2019-03-28,2019,10-Q,Q2,24449083000.0,,3.16,,1987363000.0,,19793551000.0,616838561.0,ACN,
2019-06-27,2019,10-Q,Q3,24449083000.0,,4.76,,3030383000.0,,30488547000.0,624365464.0,ACN,
2019-10-29,2019,10-K,FY,24449083000.0,,5.44,,3445149000.0,,36176841000.0,620104250.0,ACN,
2019-12-19,2019,10-Q,Q1,29789880000.0,,1.96,,1274720000.0,,10605546000.0,638877445.0,ACN,
2020-03-19,2020,10-Q,Q2,29789880000.0,,3.69,,2399169000.0,,21059675000.0,638750881.0,ACN,
2020-06-25,2020,10-Q,Q3,29789880000.0,,5.62,,3648685000.0,,32159363000.0,638439707.0,ACN,
2020-10-22,2020,10-K,FY,29789880000.0,,6.34,,4059907000.0,,40992534000.0,628451742.0,ACN,
2020-12-17,2021,10-Q,Q1,37078593000.0,,2.09,,1356968000.0,,11358958000.0,635722309.0,ACN,
2021-03-18,2021,10-Q,Q2,37078593000.0,,4.0,,2591708000.0,,22500463000.0,636594169.0,ACN,
2021-06-24,2021,10-Q,Q3,37078593000.0,,5.9,,3819910000.0,,33491768000.0,636445172.0,ACN,
2021-10-15,2021,10-K,FY,37078593000.0,,7.36,,4779112000.0,,43215013000.0,638098125.0,ACN,
2021-12-16,2022,10-Q,Q1,43175843000.0,,2.32,,1500276000.0,,11762185000.0,634271482.0,ACN,
2022-03-17,2022,10-Q,Q2,43175843000.0,,4.55,,2941135000.0,,23850310000.0,635137704.0,ACN,
2022-06-23,2022,10-Q,Q3,43175843000.0,,6.96,,4490561000.0,,37114105000.0,635151632.0,ACN,
2022-10-12,2022,10-K,FY,43175843000.0,,7.89,,5107839000.0,,44327039000.0,636299913.0,ACN,
2022-12-16,2023,10-Q,Q1,47263390000.0,,2.78,,1791024000.0,,14965153000.0,632280932.0,ACN,
2023-03-23,2023,10-Q,Q2,47263390000.0,,5.32,,3425966000.0,,30011846000.0,633108627.0,ACN,
2023-06-22,2023,10-Q,Q3,47263390000.0,,8.11,,5212041000.0,,46170649000.0,632969487.0,ACN,
2023-10-12,2023,10-K,FY,47263390000.0,,9.16,,5906809000.0,,50533389000.0,634745073.0,ACN,
2023-12-19,2024,10-Q,Q1,51245305000.0,,3.08,,1964950000.0,,15747802000.0,630137262.0,ACN,
2024-03-21,2024,10-Q,Q2,51245305000.0,,5.47,,3488598000.0,,31561960000.0,630485134.0,ACN,
2024-06-20,2024,10-Q,Q3,51245305000.0,,8.62,,5498594000.0,,48126545000.0,630826230.0,ACN,
2024-10-10,2024,10-K,FY,51245305000.0,,10.71,,6877169000.0,,61594305000.0,632762710.0,ACN,
2024-12-19,2025,10-Q,Q1,55932363000.0,,3.1,,1973444000.0,,16224303000.0,627996111.0,ACN,
2025-03-20,2025,10-Q,Q2,55932363000.0,,5.73,,3648303000.0,,32023817000.0,628488831.0,ACN,
2025-06-20,2025,10-Q,Q3,55932363000.0,,8.77,,5580486000.0,,48490645000.0,628437255.0,ACN,
2025-10-10,2025,10-K,FY,55932363000.0,,10.77,,6871557000.0,,64111745000.0,630608186.0,ACN,
2009-06-26,2009,10-Q,Q2,5821598000.0,526111000.0,0.78,1411244000.0,434289000.0,,1777331000.0,547996000.0,ADBE,1076381000.0
2009-10-01,2009,10-Q,Q3,5821598000.0,526111000.0,1.13,1411244000.0,625897000.0,,2664588000.0,542624000.0,ADBE,1633318000.0
2010-01-22,2009,10-K,FY,5821598000.0,526111000.0,1.21,1411244000.0,723807000.0,,3157881000.0,584203000.0,ADBE,1945602000.0
2010-04-09,2010,10-Q,Q1,7282237000.0,522657000.0,0.3,2391669000.0,156435000.0,,786390000.0,524268000.0,ADBE,501121000.0
2010-07-02,2010,10-Q,Q2,7282237000.0,522657000.0,0.53,2391669000.0,282506000.0,,1491063000.0,524219000.0,ADBE,972433000.0
2010-10-08,2010,10-Q,Q3,7282237000.0,522657000.0,0.79,2391669000.0,418551000.0,,2188570000.0,528015000.0,ADBE,1437291000.0
2011-01-27,2010,10-K,FY,7282237000.0,522657000.0,1.59,2391669000.0,871814000.0,,3579889000.0,539373000.0,ADBE,2188988000.0
2011-04-08,2011,10-Q,Q1,8141148000.0,501897000.0,0.24,2948761000.0,127154000.0,,858700000.0,524173000.0,ADBE,592499000.0
2011-06-29,2011,10-Q,Q2,8141148000.0,501897000.0,0.52,2948761000.0,275765000.0,,1801735000.0,525124000.0,ADBE,1200416000.0
2011-10-07,2011,10-Q,Q3,8141148000.0,501897000.0,0.95,2948761000.0,505830000.0,,2792054000.0,523039000.0,ADBE,1789638000.0
2012-01-26,2011,10-K,FY,8141148000.0,501897000.0,0.73,2948761000.0,386508000.0,,2945853000.0,524470000.0,ADBE,1958608000.0
2012-03-30,2012,10-Q,Q1,8991183000.0,491540000.0,0.46,3208070000.0,234591000.0,,1027706000.0,504134000.0,ADBE,617733000.0
2012-06-27,2012,10-Q,Q2,8991183000.0,491540000.0,0.91,3208070000.0,464027000.0,,2050885000.0,501910000.0,ADBE,1254987000.0
2012-09-27,2012,10-Q,Q3,8991183000.0,491540000.0,1.3,3208070000.0,659128000.0,,3064097000.0,499451000.0,ADBE,1889435000.0
2013-01-22,2012,10-K,FY,8991183000.0,491540000.0,1.47,3208070000.0,774680000.0,,3800000000.0,519045000.0,ADBE,2403424000.0
2013-03-28,2013,10-Q,Q1,9974523000.0,494132000.0,0.37,3309341000.0,185209000.0,,1045220000.0,494016000.0,ADBE,647976000.0
2013-06-28,2013,10-Q,Q2,9974523000.0,494132000.0,0.81,3309341000.0,409085000.0,,2169669000.0,494983000.0,ADBE,1336364000.0
2013-10-03,2013,10-Q,Q3,9974523000.0,494132000.0,1.22,3309341000.0,610442000.0,,3250249000.0,494672000.0,ADBE,2019019000.0
2014-01-21,2013,10-K,FY,10040229000.0,494132000.0,1.65,3375047000.0,832847000.0,,4216258000.0,497469000.0,ADBE,2679086000.0
2014-03-28,2014,10-Q,Q1,10380298000.0,496261000.0,0.13,3655664000.0,65117000.0,,1007873000.0,498607000.0,ADBE,752965000.0
2014-06-25,2014,10-Q,Q2,10380298000.0,496261000.0,0.28,3655664000.0,141663000.0,,2018422000.0,500996000.0,ADBE,1516924000.0
2014-09-25,2014,10-Q,Q3,10380298000.0,496261000.0,0.44,3655664000.0,224665000.0,,3013541000.0,502039000.0,ADBE,2254613000.0
2015-01-20,2014,10-K,FY,10380298000.0,496261000.0,1.66,3655664000.0,832775000.0,,4403677000.0,494731000.0,ADBE,2739704000.0
2015-03-25,2015,10-Q,Q1,10785829000.0,497484000.0,0.09,4009924000.0,47046000.0,,1000120000.0,496948000.0,ADBE,772865000.0
2015-06-24,2015,10-Q,Q2,10785829000.0,497484000.0,0.27,4009924000.0,135573000.0,,2068328000.0,497439000.0,ADBE,1550911000.0
2015-09-23,2015,10-Q,Q3,10785829000.0,497484000.0,0.35,4009924000.0,180259000.0,,3073737000.0,497782000.0,ADBE,2324420000.0
2016-01-19,2015,10-K,FY,10785829000.0,497484000.0,0.56,4009924000.0,289985000.0,,4055240000.0,501372000.0,ADBE,3045960000.0
2016-03-30,2016,10-Q,Q1,11726472000.0,497809000.0,0.17,4724892000.0,84888000.0,,1109181000.0,498754000.0,ADBE,769358000.0
2016-06-29,2016,10-Q,Q2,11726472000.0,497809000.0,0.46,4724892000.0,232381000.0,,2271339000.0,499022000.0,ADBE,1552726000.0
2016-09-27,2016,10-Q,Q3,11726472000.0,497809000.0,0.8,4724892000.0,406846000.0,,3489107000.0,498891000.0,ADBE,2333490000.0
2017-01-20,2016,10-K,FY,11726472000.0,497809000.0,0.53,4724892000.0,268395000.0,,4147065000.0,497867000.0,ADBE,3112300000.0
2017-03-29,2017,10-Q,Q1,12697246000.0,494254000.0,0.5,5272411000.0,254307000.0,,1383335000.0,499125000.0,ADBE,877005000.0
2017-06-28,2017,10-Q,Q2,12697246000.0,494254000.0,0.99,5272411000.0,498381000.0,,2782044000.0,499534000.0,ADBE,1729396000.0
2017-09-27,2017,10-Q,Q3,12697246000.0,494254000.0,1.52,5272411000.0,769169000.0,,4246011000.0,499224000.0,ADBE,2621337000.0
2018-01-22,2017,10-K,FY,12697246000.0,494254000.0,1.24,5272411000.0,629551000.0,,4795511000.0,498764000.0,ADBE,3148099000.0
2018-03-28,2018,10-Q,Q1,14535556000.0,491262000.0,0.8,6075687000.0,398446000.0,,1681646000.0,494612000.0,ADBE,975310000.0
2018-06-27,2018,10-Q,Q2,14535556000.0,491262000.0,1.54,6075687000.0,772836000.0,,3453836000.0,494492000.0,ADBE,2004058000.0
2018-09-26,2018,10-Q,Q3,14535556000.0,491262000.0,2.38,6075687000.0,1192405000.0,,5294910000.0,494138000.0,ADBE,3036536000.0
2019-01-25,2018,10-K,FY,14535556000.0,491262000.0,2.32,6075687000.0,1168782000.0,,5854430000.0,498345000.0,ADBE,3540920000.0
2019-03-27,2019,10-Q,Q1,18768682000.0,487663000.0,1.17,9406568000.0,583076000.0,,2078947000.0,492061000.0,ADBE,1117312000.0
2019-06-26,2019,10-Q,Q2,18768682000.0,487663000.0,2.5,9406568000.0,1246243000.0,,4274307000.0,491993000.0,ADBE,2332844000.0
2019-09-26,2019,10-Q,Q3,18768682000.0,487663000.0,3.84,9406568000.0,1912534000.0,,6565383000.0,491336000.0,ADBE,3609822000.0
2020-01-21,2019,10-K,FY,18768682000.0,487663000.0,3.38,9406568000.0,1693954000.0,,7301505000.0,493632000.0,ADBE,4122919000.0
2020-03-25,2020,10-Q,Q1,20762000000.0,483000000.0,1.36,10232000000.0,674000000.0,,2601000000.0,488100000.0,ADBE,1509000000.0
2020-06-24,2020,10-Q,Q2,20762000000.0,483000000.0,2.65,10232000000.0,1307000000.0,,5345000000.0,487800000.0,ADBE,3096000000.0
2020-09-23,2020,10-Q,Q3,20762000000.0,483000000.0,4.26,10232000000.0,2100000000.0,,8179000000.0,487100000.0,ADBE,4660000000.0
2021-01-15,2020,10-K,FY,20762000000.0,483000000.0,5.2,10232000000.0,2591000000.0,,9030000000.0,490600000.0,ADBE,4995000000.0
2021-03-31,2021,10-Q,Q1,24284000000.0,479000000.0,1.96,11020000000.0,955000000.0,,3091000000.0,482400000.0,ADBE,1702000000.0
2021-06-30,2021,10-Q,Q2,24284000000.0,479000000.0,4.23,11020000000.0,2055000000.0,,6219000000.0,481900000.0,ADBE,3399000000.0
2021-09-29,2021,10-Q,Q3,24284000000.0,479000000.0,6.2,11020000000.0,3010000000.0,,9444000000.0,481300000.0,ADBE,5128000000.0
2022-01-21,2021,10-K,FY,24284000000.0,479000000.0,6.0,11020000000.0,2951000000.0,,11171000000.0,486300000.0,ADBE,6230000000.0
2022-03-30,2022,10-Q,Q1,27241000000.0,475000000.0,2.61,12444000000.0,1261000000.0,,3905000000.0,478800000.0,ADBE,2004000000.0
2022-06-29,2022,10-Q,Q2,27241000000.0,475000000.0,4.93,12444000000.0,2377000000.0,,7740000000.0,478300000.0,ADBE,3989000000.0
2022-09-28,2022,10-Q,Q3,27241000000.0,475000000.0,7.45,12444000000.0,3589000000.0,,11675000000.0,477800000.0,ADBE,6016000000.0
2023-01-17,2022,10-K,FY,27241000000.0,475000000.0,10.83,12444000000.0,5260000000.0,,12868000000.0,480900000.0,ADBE,6909000000.0
2023-03-29,2023,10-Q,Q1,27165000000.0,462000000.0,2.66,13114000000.0,1266000000.0,,4262000000.0,472600000.0,ADBE,2170000000.0
2023-06-28,2023,10-Q,Q2,27165000000.0,462000000.0,5.15,13114000000.0,2444000000.0,,8648000000.0,472300000.0,ADBE,4488000000.0
2023-09-27,2023,10-Q,Q3,27165000000.0,462000000.0,7.57,13114000000.0,3580000000.0,,13081000000.0,471100000.0,ADBE,6891000000.0
2024-01-17,2023,10-K,FY,27165000000.0,462000000.0,10.02,13114000000.0,4822000000.0,,15785000000.0,477300000.0,ADBE,8118000000.0
2024-03-27,2024,10-Q,Q1,29779000000.0,455000000.0,2.71,13261000000.0,1247000000.0,,4655000000.0,459000000.0,ADBE,2501000000.0
2024-06-26,2024,10-Q,Q2,29779000000.0,455000000.0,5.54,13261000000.0,2542000000.0,,9471000000.0,458400000.0,ADBE,5121000000.0
2024-09-25,2024,10-Q,Q3,29779000000.0,455000000.0,8.59,13261000000.0,3945000000.0,,14361000000.0,457700000.0,ADBE,7734000000.0
2025-01-13,2024,10-K,FY,29779000000.0,455000000.0,10.1,13261000000.0,4756000000.0,,17606000000.0,469500000.0,ADBE,9343000000.0
2025-03-26,2025,10-Q,Q1,30230000000.0,441000000.0,1.36,16125000000.0,620000000.0,,5182000000.0,452800000.0,ADBE,3685000000.0
2025-06-25,2025,10-Q,Q2,30230000000.0,441000000.0,4.83,16125000000.0,2193000000.0,,10491000000.0,450900000.0,ADBE,6511000000.0
2025-09-24,2025,10-Q,Q3,30230000000.0,441000000.0,8.58,16125000000.0,3877000000.0,,15899000000.0,449100000.0,ADBE,9373000000.0
2026-01-15,2025,10-K,FY,30230000000.0,441000000.0,11.82,16125000000.0,5428000000.0,,19409000000.0,457100000.0,ADBE,10405000000.0
2010-08-04,2010,10-Q,Q2,9078000000.0,671000000.0,-1.15,,,,,647000000.0,AMD,
2010-11-03,2010,10-Q,Q3,9078000000.0,671000000.0,-1.32,,,,,662000000.0,AMD,
2011-02-18,2010,10-K,FY,9078000000.0,671000000.0,-5.15,,,,,607000000.0,AMD,
2011-05-10,2011,10-Q,Q1,4964000000.0,683000000.0,0.35,,,,,707000000.0,AMD,
2011-08-10,2011,10-Q,Q2,4964000000.0,683000000.0,0.29,,,,,708000000.0,AMD,
2011-11-09,2011,10-Q,Q3,4964000000.0,683000000.0,0.13,,,,,710000000.0,AMD,
2012-02-24,2011,10-K,FY,4964000000.0,683000000.0,0.45,,,,,673000000.0,AMD,
2012-05-09,2012,10-Q,Q1,4954000000.0,698000000.0,0.68,,,,,720000000.0,AMD,
2012-08-02,2012,10-Q,Q2,4954000000.0,698000000.0,0.76,,,,,722000000.0,AMD,
2012-11-01,2012,10-Q,Q3,4954000000.0,698000000.0,0.9,,,,,725000000.0,AMD,
2013-02-21,2012,10-K,FY,4954000000.0,,0.64,,471000000.0,,,711000000.0,AMD,
2013-05-06,2013,10-Q,Q1,4000000000.0,713000000.0,-0.8,,-590000000.0,,,734000000.0,AMD,
2013-08-01,2013,10-Q,Q2,4000000000.0,713000000.0,-0.75,,-553000000.0,,,737000000.0,AMD,
2013-10-30,2013,10-Q,Q3,4000000000.0,713000000.0,-0.96,,-710000000.0,,,739000000.0,AMD,
2014-02-18,2013,10-K,FY,4000000000.0,,0.66,,491000000.0,,,727000000.0,AMD,
2014-05-01,2014,10-Q,Q1,4337000000.0,725000000.0,-0.19,,-146000000.0,,,749000000.0,AMD,
2014-07-31,2014,10-Q,Q2,4337000000.0,725000000.0,-0.29,,-220000000.0,,,751000000.0,AMD,
2014-10-30,2014,10-Q,Q3,4337000000.0,725000000.0,-0.23,,-172000000.0,,,753000000.0,AMD,
2015-02-19,2014,10-K,FY,4337000000.0,,-1.6,,-1183000000.0,,,741000000.0,AMD,
2015-04-29,2015,10-Q,Q1,3767000000.0,776000000.0,-0.03,,-20000000.0,,,761000000.0,AMD,
2015-07-30,2015,10-Q,Q2,3767000000.0,776000000.0,-0.07,,-56000000.0,,,762000000.0,AMD,
2015-11-03,2015,10-Q,Q3,3767000000.0,776000000.0,-0.05,,-39000000.0,,,765000000.0,AMD,
2016-02-18,2015,10-K,FY,3767000000.0,776000000.0,-0.11,,-83000000.0,,,754000000.0,AMD,
2016-04-28,2016,10-Q,Q1,3084000000.0,792000000.0,-0.23,,-180000000.0,,,777000000.0,AMD,
2016-07-26,2016,10-Q,Q2,3084000000.0,792000000.0,-0.46,,-361000000.0,,,778000000.0,AMD,
2016-10-26,2016,10-Q,Q3,3084000000.0,792000000.0,-0.72,,-558000000.0,,,780000000.0,AMD,
2017-02-21,2016,10-K,FY,3084000000.0,792000000.0,-0.53,,-403000000.0,,,768000000.0,AMD,
2017-05-08,2017,10-Q,Q1,3321000000.0,935000000.0,-0.14,,-109000000.0,,,793000000.0,AMD,
2017-08-03,2017,10-Q,Q2,3321000000.0,935000000.0,-0.05,,-40000000.0,,,794000000.0,AMD,
2017-11-02,2017,10-Q,Q3,3321000000.0,935000000.0,-0.56,,-446000000.0,,,801000000.0,AMD,
2018-02-27,2017,10-K,FY,3321000000.0,935000000.0,-0.84,,-660000000.0,,,783000000.0,AMD,
2018-05-03,2018,10-Q,Q1,3552000000.0,967000000.0,-0.04,,-33000000.0,,,939000000.0,AMD,
2018-08-02,2018,10-Q,Q2,3552000000.0,967000000.0,-0.08,,-75000000.0,2329000000.0,2329000000.0,942000000.0,AMD,
2018-10-31,2018,10-Q,Q3,3552000000.0,967000000.0,-0.01,,-14000000.0,3913000000.0,3913000000.0,947000000.0,AMD,
2019-02-08,2018,10-K,FY,3552000000.0,967000000.0,-0.6,,-498000000.0,4319000000.0,,835000000.0,AMD,
2019-05-01,2019,10-Q,Q1,4556000000.0,1005000000.0,0.08,,81000000.0,1647000000.0,,968000000.0,AMD,
2019-07-31,2019,10-Q,Q2,4556000000.0,1005000000.0,0.19,,197000000.0,3403000000.0,,970000000.0,AMD,
2019-10-30,2019,10-Q,Q3,4556000000.0,1005000000.0,0.28,,299000000.0,5056000000.0,,976000000.0,AMD,
2020-02-04,2019,10-K,FY,4556000000.0,1005000000.0,-0.03,,-33000000.0,5253000000.0,,952000000.0,AMD,
2020-04-29,2020,10-Q,Q1,6028000000.0,1170000000.0,0.01,,16000000.0,1272000000.0,,1044000000.0,AMD,
2020-07-29,2020,10-Q,Q2,6028000000.0,1170000000.0,0.05,,51000000.0,2803000000.0,,1064000000.0,AMD,
2020-10-28,2020,10-Q,Q3,6028000000.0,1170000000.0,0.15,,171000000.0,4604000000.0,,1075000000.0,AMD,
2021-01-29,2020,10-K,FY,6028000000.0,1170000000.0,0.32,,337000000.0,6475000000.0,,982000000.0,AMD,
2021-04-28,2021,10-Q,Q1,8962000000.0,1211000000.0,0.14,,162000000.0,1786000000.0,,1170000000.0,AMD,
2021-07-28,2021,10-Q,Q2,8962000000.0,1211000000.0,0.27,,319000000.0,3718000000.0,,1172000000.0,AMD,
2021-10-27,2021,10-Q,Q3,8962000000.0,1211000000.0,0.59,,709000000.0,6519000000.0,,1176000000.0,AMD,
2022-02-03,2021,10-K,FY,8962000000.0,1211000000.0,0.3,,341000000.0,6731000000.0,,1091000000.0,AMD,
2022-05-04,2022,10-Q,Q1,12419000000.0,1207000000.0,0.45,,555000000.0,3445000000.0,,1213000000.0,AMD,
2022-08-03,2022,10-Q,Q2,12419000000.0,1207000000.0,1.03,,1265000000.0,7295000000.0,,1214000000.0,AMD,
2022-11-02,2022,10-Q,Q3,12419000000.0,1207000000.0,1.78,,2188000000.0,11608000000.0,,1214000000.0,AMD,
2023-02-27,2022,10-K,FY,12419000000.0,1207000000.0,2.06,,2490000000.0,9763000000.0,,1184000000.0,AMD,
2023-05-03,2023,10-Q,Q1,67580000000.0,1612000000.0,0.56,,786000000.0,5887000000.0,,1393000000.0,AMD,
2023-08-02,2023,10-Q,Q2,67580000000.0,1612000000.0,0.81,,1233000000.0,12437000000.0,,1506000000.0,AMD,
2023-11-01,2023,10-Q,Q3,67580000000.0,1612000000.0,0.84,,1299000000.0,18002000000.0,,1542000000.0,AMD,
2024-01-31,2023,10-K,FY,67580000000.0,1612000000.0,2.57,,3162000000.0,16434000000.0,,1213000000.0,AMD,
2024-05-01,2024,10-Q,Q1,67885000000.0,1616000000.0,-0.09,,-139000000.0,5353000000.0,,1611000000.0,AMD,
2024-07-31,2024,10-Q,Q2,67885000000.0,1616000000.0,-0.07,,-112000000.0,10712000000.0,,1612000000.0,AMD,
2024-10-30,2024,10-Q,Q3,67885000000.0,1616000000.0,0.11,,187000000.0,16512000000.0,,1613000000.0,AMD,
2025-02-05,2024,10-K,FY,67885000000.0,1616000000.0,0.84,,1320000000.0,23601000000.0,,1561000000.0,AMD,
2025-05-07,2025,10-Q,Q1,69226000000.0,1622000000.0,0.07,,123000000.0,5473000000.0,,1617000000.0,AMD,2524000000.0
2025-08-06,2025,10-Q,Q2,69226000000.0,1622000000.0,0.24,,388000000.0,11308000000.0,,1617000000.0,AMD,5119000000.0
2025-11-05,2025,10-Q,Q3,69226000000.0,1622000000.0,0.71,,1159000000.0,18127000000.0,,1619000000.0,AMD,7814000000.0
2026-02-04,2025,10-K,FY,69226000000.0,1622000000.0,0.53,,854000000.0,22680000000.0,,1614000000.0,AMD,10059000000.0
2009-08-07,2009,10-Q,Q2,34806000000.0,662786745.0,1.65,,1136000000.0,,,,AES,
2009-11-06,2009,10-Q,Q3,34806000000.0,662786745.0,1.87,,1281000000.0,,,,AES,
2010-02-26,2009,10-K,FY,34806000000.0,662786745.0,-0.14,,-95000000.0,,,,AES,
2010-05-07,2010,10-Q,Q1,39535000000.0,667679913.0,0.33,,218000000.0,,,,AES,
