filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,OperatingExpenses,RevenueFromContractWithCustomerExcludingAssessedTax,WeightedAverageNumberOfSharesOutstandingBasic,ticker,Revenues
2017-03-01,2016,10-K,FY,423237000.0,24976000.0,2.8,,76636000.0,533575000.0,,26443000.0,USNA,
2017-05-10,2017,10-Q,Q1,470642000.0,24485000.0,0.89,,22299000.0,164025000.0,,24204000.0,USNA,
2017-08-09,2017,10-Q,Q2,470642000.0,24485000.0,1.92,,48061000.0,339120000.0,,24080000.0,USNA,
2017-11-08,2017,10-Q,Q3,470642000.0,24485000.0,3.12,,78159000.0,512527000.0,,24112000.0,USNA,
2018-02-28,2017,10-K,FY,470642000.0,24485000.0,3.59,,94672000.0,617155000.0,,25460000.0,USNA,
2018-05-09,2018,10-Q,Q1,519269000.0,24024000.0,0.86,,21358000.0,179782000.0,,24499000.0,USNA,
2018-08-08,2018,10-Q,Q2,519269000.0,24024000.0,1.78,,44617000.0,360575000.0,,24537000.0,USNA,512386000.0
2018-11-07,2018,10-Q,Q3,519269000.0,24024000.0,2.75,,68386000.0,543848000.0,,24462000.0,USNA,774151000.0
2019-02-26,2018,10-K,FY,519269000.0,24024000.0,3.99,,100041000.0,687271000.0,,24185000.0,USNA,1006083000.0
2019-05-07,2019,10-Q,Q1,554463000.0,23567000.0,1.19,,28946000.0,199494000.0,,24074000.0,USNA,291998000.0
2019-08-06,2019,10-Q,Q2,554463000.0,23567000.0,2.56,,62853000.0,399821000.0,,24134000.0,USNA,593458000.0
2019-11-05,2019,10-Q,Q3,554463000.0,23567000.0,3.8,,93893000.0,599197000.0,,24179000.0,USNA,890225000.0
2020-02-25,2019,10-K,FY,554463000.0,23567000.0,2.53,,62535000.0,735357000.0,,24349000.0,USNA,1047265000.0
2020-05-05,2020,10-Q,Q1,516934000.0,21655000.0,1.01,,24172000.0,192085000.0,,23484000.0,USNA,272990000.0
2020-08-04,2020,10-Q,Q2,516934000.0,21655000.0,1.93,,45550000.0,370450000.0,,23364000.0,USNA,529006000.0
2020-11-03,2020,10-Q,Q3,516934000.0,21655000.0,3.01,,69772000.0,547771000.0,,22969000.0,USNA,789604000.0
2021-03-02,2020,10-K,FY,516934000.0,21655000.0,5.12,,126224000.0,800185000.0,1189248000.0,24105000.0,USNA,
2021-05-11,2021,10-Q,Q1,640887000.0,21038000.0,1.23,,26552000.0,181548000.0,266619000.0,21497000.0,USNA,
2021-08-11,2022,10-Q,Q2,640887000.0,21038000.0,2.56,,54529000.0,353279000.0,525610000.0,21265000.0,USNA,
2021-11-10,2022,10-Q,Q3,640887000.0,21038000.0,4.0,,85035000.0,550079000.0,824123000.0,21191000.0,USNA,
2022-03-01,2022,10-K,FY,640887000.0,21038000.0,4.41,,100526000.0,727209000.0,1060902000.0,22644000.0,USNA,
2022-05-11,2022,10-Q,Q1,577740000.0,19393000.0,1.45,,30621000.0,206128000.0,307976000.0,20892000.0,USNA,
2022-08-09,2022,10-Q,Q2,577740000.0,19393000.0,3.31,,68855000.0,432231000.0,644813000.0,20570000.0,USNA,
2022-11-08,2022,10-Q,Q3,577740000.0,19393000.0,4.68,,96185000.0,615098000.0,919165000.0,20367000.0,USNA,
2023-02-28,2022,10-K,FY,577740000.0,19393000.0,5.86,,124664000.0,749042000.0,1134644000.0,21156000.0,USNA,
2023-05-09,2023,10-Q,Q1,596549000.0,19206000.0,1.15,,22469000.0,188417000.0,272867000.0,19351000.0,USNA,
2023-08-08,2023,10-Q,Q2,596549000.0,19206000.0,2.15,,41626000.0,374008000.0,537341000.0,19283000.0,USNA,
2023-11-07,2023,10-Q,Q3,596549000.0,19206000.0,2.93,,56555000.0,538118000.0,770641000.0,19263000.0,USNA,
2024-02-27,2023,10-K,FY,596549000.0,19206000.0,5.73,,116505000.0,798374000.0,1186464000.0,20146000.0,USNA,
2024-05-07,2024,10-Q,Q1,632757000.0,19130000.0,0.95,,18383000.0,172996000.0,248360000.0,19283000.0,USNA,
2024-08-06,2024,10-Q,Q2,632757000.0,19130000.0,1.84,,35675000.0,343472000.0,486562000.0,19302000.0,USNA,
2024-11-05,2024,10-Q,Q3,632757000.0,19130000.0,2.43,,47022000.0,496701000.0,699927000.0,19283000.0,USNA,
2025-03-12,2023,10-K,FY,632757000.0,19130000.0,3.59,135555000.0,69350000.0,697097000.0,998601000.0,19254000.0,USNA,
2025-05-06,2025,10-Q,Q1,748193000.0,19064000.0,0.86,161861000.0,16537000.0,160058000.0,227800000.0,19174000.0,USNA,
2025-08-05,2025,10-Q,Q2,748193000.0,19064000.0,1.4,161861000.0,26969000.0,314754000.0,440669000.0,19123000.0,USNA,
2025-11-05,2025,10-Q,Q3,748193000.0,19064000.0,1.96,161861000.0,37576000.0,460117000.0,640890000.0,19108000.0,USNA,
2026-03-16,2025,10-K,FY,748193000.0,19064000.0,3.3,161861000.0,63788000.0,651246000.0,921010000.0,19250000.0,USNA,
2014-05-15,2014,10-Q,Q1,762812000.0,53757437.0,0.03,,1256000.0,,,31364000.0,GRUB,
2014-08-07,2014,10-Q,Q2,762812000.0,53757437.0,0.07,,3079000.0,,,31368000.0,GRUB,
2014-11-06,2014,10-Q,Q3,762812000.0,53757437.0,0.1,,5133000.0,,,35936000.0,GRUB,
2015-03-05,2014,10-K,FY,762812000.0,53757437.0,0.19,,7919000.0,,,31320000.0,GRUB,
2015-05-07,2015,10-Q,Q1,979702000.0,81905325.0,0.06,,4353000.0,,,55210000.0,GRUB,
2015-08-06,2015,10-Q,Q2,979702000.0,81905325.0,0.09,,7045000.0,,,66626000.0,GRUB,
2015-11-12,2015,10-Q,Q3,979702000.0,81905325.0,0.17,,13498000.0,,,70893000.0,GRUB,
2016-02-26,2015,10-K,FY,978877000.0,81905325.0,0.12,,6747000.0,,,40681000.0,GRUB,
2016-05-09,2016,10-Q,Q1,1060248000.0,84979869.0,0.12,,10570000.0,,,82783000.0,GRUB,
2016-08-08,2016,10-Q,Q2,1060248000.0,84979869.0,0.23,,19922000.0,,,83449000.0,GRUB,
2016-11-08,2016,10-Q,Q3,1060248000.0,84979869.0,0.31,,26789000.0,,,83827000.0,GRUB,
2017-02-28,2016,10-K,FY,1060248000.0,84979869.0,0.3,,24263000.0,,,73571000.0,GRUB,
2017-05-09,2017,10-Q,Q1,1197507000.0,85692333.0,0.12,,9933000.0,,,84710000.0,GRUB,
2017-08-08,2017,10-Q,Q2,1197507000.0,85692333.0,0.27,,22738000.0,,,84725000.0,GRUB,
2017-11-08,2017,10-Q,Q3,1197507000.0,85692333.0,0.42,,35920000.0,,,84889000.0,GRUB,
2018-02-28,2017,10-K,FY,1197507000.0,85692333.0,0.44,,38077000.0,,,84076000.0,GRUB,
2018-05-08,2018,10-Q,Q1,1543769000.0,86790624.0,0.2,,17715000.0,,,85874000.0,GRUB,
2018-08-06,2018,10-Q,Q2,1543769000.0,86790624.0,0.37,,32469000.0,,314928000.0,86018000.0,GRUB,
2018-11-06,2018,10-Q,Q3,1543769000.0,86790624.0,0.52,,45457000.0,,477987000.0,86162000.0,GRUB,
2019-02-28,2018,10-K,FY,1543769000.0,86790624.0,0.58,,49557000.0,,493331000.0,85069000.0,GRUB,
2019-05-10,2019,10-Q,Q1,2065708000.0,90756548.0,0.34,,30766000.0,,232570000.0,87085000.0,GRUB,
2019-08-06,2019,10-Q,Q2,2065708000.0,90756548.0,0.67,,60886000.0,,472311000.0,88294000.0,GRUB,
2019-11-07,2019,10-Q,Q3,2065708000.0,90756548.0,0.91,,83631000.0,,719536000.0,89027000.0,GRUB,
2020-02-28,2019,10-K,FY,2065708000.0,90756548.0,1.12,,98983000.0,,683067000.0,86297000.0,GRUB,
2020-05-11,2020,10-Q,Q1,2374978000.0,91576060.0,0.07,,6890000.0,,323770000.0,90951000.0,GRUB,
2020-08-10,2020,10-Q,Q2,2374978000.0,91576060.0,0.09,,8142000.0,,648828000.0,91064000.0,GRUB,
2020-11-06,2020,10-Q,Q3,2374978000.0,91576060.0,0.1,,9152000.0,,970881000.0,91159000.0,GRUB,
2021-03-01,2020,10-K,FY,2374978000.0,91576060.0,0.85,,78481000.0,,1007257000.0,89447000.0,GRUB,
2021-05-06,2021,10-Q,Q1,2388919000.0,93046676.0,-0.36,,-33427000.0,,362980000.0,91793000.0,GRUB,
2010-08-04,2010,10-Q,Q2,1795300000.0,,0.93,,58600000.0,,,62100000.0,TUP,
2010-11-02,2010,10-Q,Q3,1795300000.0,,1.44,,90900000.0,,,62200000.0,TUP,
2011-02-22,2010,10-K,FY,1818800000.0,,2.55,,161400000.0,,,,TUP,
2011-05-10,2011,10-Q,Q1,2015800000.0,,0.73,,47100000.0,,,62500000.0,TUP,
2011-08-09,2011,10-Q,Q2,2015800000.0,,1.64,,105000000.0,,,62500000.0,TUP,
2011-11-08,2011,10-Q,Q3,2015800000.0,,2.26,,144900000.0,,,62600000.0,TUP,
2012-02-28,2011,10-K,FY,1818800000.0,,2.75,,175100000.0,,,62400000.0,TUP,
2012-05-08,2012,10-Q,Q1,1844200000.0,,0.88,,55800000.0,,,62300000.0,TUP,
2012-08-07,2012,10-Q,Q2,1844200000.0,,1.91,,120900000.0,,,62000000.0,TUP,
2012-11-06,2012,10-Q,Q3,1844200000.0,,2.1,,131400000.0,,,61100000.0,TUP,
2013-02-26,2012,10-K,FY,1991700000.0,,3.53,,225600000.0,,,62600000.0,TUP,
2013-05-07,2013,10-Q,Q1,1821800000.0,,1.02,,58300000.0,,,55900000.0,TUP,
2013-08-06,2013,10-Q,Q2,1821800000.0,,1.25,,71000000.0,,,55700000.0,TUP,
2013-11-07,2013,10-Q,Q3,1821800000.0,,2.09,,118500000.0,,,55500000.0,TUP,
2014-02-25,2013,10-K,FY,1822600000.0,,3.55,,218300000.0,,,60000000.0,TUP,0.0
2014-05-06,2014,10-Q,Q1,1843900000.0,,1.06,,58200000.0,,,53600000.0,TUP,
2014-08-05,2014,10-Q,Q2,1843900000.0,,2.49,,134500000.0,,,53000000.0,TUP,
2014-11-04,2014,10-Q,Q3,1843900000.0,,3.44,,184500000.0,,,52400000.0,TUP,
2015-02-24,2014,10-K,FY,1821800000.0,,3.42,,193000000.0,,,55300000.0,TUP,0.0
2015-05-05,2015,10-Q,Q1,1777900000.0,,1.02,,52200000.0,,,50200000.0,TUP,
2015-08-04,2015,10-Q,Q2,1780000000.0,,1.95,,99800000.0,,,50200000.0,TUP,
2015-11-03,2015,10-Q,Q3,1780000000.0,,2.59,,132100000.0,,,50200000.0,TUP,
2016-03-04,2015,10-K,FY,1843900000.0,,5.17,,274200000.0,,,51900000.0,TUP,0.0
2016-05-02,2016,10-Q,Q1,1598200000.0,,0.59,,29500000.0,,,49700000.0,TUP,
2016-07-29,2016,10-Q,Q2,1598200000.0,,1.82,,91500000.0,,,49800000.0,TUP,
2016-10-25,2016,10-Q,Q3,1598200000.0,,2.54,,127700000.0,,,49800000.0,TUP,
2017-02-28,2016,10-K,FY,1769800000.0,,4.2,,214400000.0,,,50100000.0,TUP,0.0
2017-05-02,2017,10-Q,Q1,1587800000.0,,0.86,,43400000.0,,,50400000.0,TUP,
2017-08-01,2017,10-Q,Q2,1587800000.0,,1.89,,95800000.0,,,50500000.0,TUP,
2017-10-31,2017,10-Q,Q3,1587800000.0,,2.85,,144600000.0,,,50500000.0,TUP,
2018-02-27,2017,10-K,FY,1973400000.0,,3.69,,185800000.0,,,49900000.0,TUP,
2018-05-01,2018,10-Q,Q1,1388000000.0,,0.93,,47400000.0,,,50700000.0,TUP,
2018-07-31,2018,10-Q,Q2,1388000000.0,,0.58,,29700000.0,,,50700000.0,TUP,
2018-11-02,2018,10-Q,Q3,1388000000.0,,1.19,,61100000.0,,,50800000.0,TUP,
2019-02-26,2018,10-K,FY,1587800000.0,,4.41,,223600000.0,,2213100000.0,50500000.0,TUP,
2019-05-02,2019,10-Q,Q1,1308800000.0,,0.7,,35700000.0,,542600000.0,51100000.0,TUP,
2019-08-01,2019,10-Q,Q2,1308800000.0,,1.95,,35700000.0,,1078000000.0,50800000.0,TUP,
2019-11-06,2019,10-Q,Q3,1308800000.0,,2.74,,35700000.0,,1563800000.0,50300000.0,TUP,
2020-03-12,2019,10-K,FY,1388000000.0,,-5.22,,-265400000.0,,2255800000.0,50800000.0,TUP,
2020-04-29,2020,10-Q,Q1,1262400000.0,,0.76,,36900000.0,,487300000.0,48700000.0,TUP,
2020-07-29,2020,10-Q,Q2,1262400000.0,,1.56,1539400000.0,36900000.0,,962600000.0,48700000.0,TUP,
2020-10-29,2020,10-Q,Q3,1262400000.0,,1.72,1539400000.0,36900000.0,,1380700000.0,48700000.0,TUP,
2021-03-10,2020,10-K,FY,1262400000.0,,3.11,1539400000.0,155900000.0,,2069700000.0,49900000.0,TUP,
2021-05-05,2021,10-Q,Q1,1219900000.0,,-0.16,1424600000.0,-7800000.0,,375900000.0,48900000.0,TUP,
2021-08-05,2021,10-Q,Q2,1219900000.0,,1.14,1424600000.0,-7800000.0,,773300000.0,49000000.0,TUP,
2021-11-04,2021,10-Q,Q3,1219900000.0,,1.76,1424600000.0,-7800000.0,,1109500000.0,49000000.0,TUP,
2022-02-23,2021,10-K,FY,1219900000.0,,0.25,1424600000.0,12400000.0,,1614100000.0,48800000.0,TUP,
2022-05-05,2022,10-Q,Q1,1255400000.0,,0.85,1462500000.0,45300000.0,,413900000.0,49400000.0,TUP,
2022-08-04,2022,10-Q,Q1,1255400000.0,,1.53,1462500000.0,45300000.0,,830500000.0,49600000.0,TUP,
2022-11-02,2022,10-Q,Q3,1255400000.0,,-0.1,1462500000.0,45300000.0,,1207400000.0,49500000.0,TUP,
2023-10-13,2022,10-K,FY,1194900000.0,,2.36,1362300000.0,123500000.0,,1559000000.0,49100000.0,TUP,
2024-03-29,2023,10-Q,Q1,743600000.0,,0.08,1173400000.0,3900000.0,,347100000.0,48000000.0,TUP,
2024-03-29,2023,10-Q,Q2,743600000.0,,0.24,1173400000.0,3900000.0,,686800000.0,46700000.0,TUP,
2024-03-29,2023,10-Q,Q3,743600000.0,,0.25,1173400000.0,3900000.0,,990400000.0,46000000.0,TUP,
2009-07-30,2009,10-Q,Q2,6074000000.0,,0.97,5361700000.0,420300000.0,,,,AVON,5237800000.0
2009-10-29,2009,10-Q,Q3,6074000000.0,,1.49,5361700000.0,642900000.0,,,,AVON,7882500000.0
2010-02-25,2009,10-K,FY,6074000000.0,,1.21,5361700000.0,530700000.0,,,433470000.0,AVON,9938700000.0
2010-04-30,2010,10-Q,Q1,6832700000.0,,0.27,5520100000.0,117300000.0,,,,AVON,2186900000.0
2010-07-29,2010,10-Q,Q2,6832700000.0,,0.46,5520100000.0,200200000.0,,,426640000.0,AVON,4665200000.0
2010-10-28,2010,10-Q,Q3,6832700000.0,,0.83,5520100000.0,356400000.0,,,426760000.0,AVON,7224200000.0
2011-02-24,2010,10-K,FY,6074000000.0,,2.03,5510800000.0,875300000.0,,,426360000.0,AVON,10507500000.0
2011-05-03,2011,10-Q,Q1,7873700000.0,,0.1,6201100000.0,42500000.0,,,427720000.0,AVON,2446300000.0
2011-07-28,2011,10-Q,Q2,7873700000.0,,0.48,6201100000.0,210100000.0,,,428.3,AVON,5074800000.0
2011-10-27,2011,10-Q,Q3,7873700000.0,,0.87,6201100000.0,376800000.0,,,428.53,AVON,7687200000.0
2012-02-29,2011,10-K,FY,6823400000.0,,1.45,6201100000.0,625800000.0,,,426900000.0,AVON,10205200000.0
2012-05-01,2012,10-Q,Q1,7735000000.0,,0.33,6149800000.0,143600000.0,,,429800000.0,AVON,2629100000.0
2012-08-01,2012,10-Q,Q2,7735000000.0,,0.8,6149800000.0,349800000.0,,,430200000.0,AVON,5485500000.0
2012-11-01,2012,10-Q,Q3,7735000000.0,,1.18,6149800000.0,514000000.0,,,430300000.0,AVON,8247900000.0
2013-02-28,2012,10-K,FY,7873700000.0,,1.39,6149800000.0,606300000.0,,,428800000.0,AVON,10862800000.0
2013-04-30,2013,10-Q,Q1,7382500000.0,,0.06,6149200000.0,26500000.0,,,431300000.0,AVON,2575400000.0
2013-08-01,2013,10-Q,Q2,7382500000.0,,0.2,6149200000.0,88100000.0,,,431600000.0,AVON,5098600000.0
2013-10-31,2013,10-Q,Q3,7382500000.0,,0.27,6149200000.0,119700000.0,,,431800000.0,AVON,7609200000.0
2014-02-26,2013,10-K,FY,7735000000.0,,1.18,6149200000.0,513600000.0,,,430500000.0,AVON,11099500000.0
2014-05-01,2014,10-Q,Q1,6492300000.0,,-0.03,5364800000.0,-13700000.0,,,432500000.0,AVON,2456000000.0
2014-07-31,2014,10-Q,Q2,6492300000.0,,0.04,5364800000.0,18200000.0,,,433000000.0,AVON,4964900000.0
2014-10-30,2014,10-Q,Q3,6492300000.0,,0.03,5364800000.0,12700000.0,,,433300000.0,AVON,7287800000.0
2015-02-24,2014,10-K,FY,7382500000.0,,-0.1,5364800000.0,-42500000.0,,,431900000.0,AVON,10561400000.0
2015-04-30,2015,10-Q,Q1,5496800000.0,,-0.38,5191500000.0,-168300000.0,,,434100000.0,AVON,2183600000.0
2015-07-30,2015,10-Q,Q2,5496800000.0,,-0.34,5191500000.0,-149300000.0,,,434400000.0,AVON,4372200000.0
2015-11-04,2015,10-Q,Q3,5496800000.0,,-0.13,5191500000.0,-57900000.0,,,434400000.0,AVON,6510400000.0
2016-02-23,2015,10-K,FY,5596800000.0,,-0.13,5291500000.0,-56400000.0,,,433400000.0,AVON,8496800000.0
2016-05-05,2015,10-Q,Q1,3870400000.0,,-0.33,4926800000.0,-147300000.0,,,434900000.0,AVON,1552100000.0
2016-08-02,2016,10-Q,Q2,3870400000.0,,-0.27,4926800000.0,-118500000.0,,,435000000.0,AVON,3117000000.0
2016-11-03,2016,10-Q,Q3,3870400000.0,,-1.84,4926800000.0,-815500000.0,,,435100000.0,AVON,4553200000.0
2017-02-22,2016,10-K,FY,3870400000.0,,-0.88,4926800000.0,-388600000.0,,,434500000.0,AVON,7648000000.0
2017-05-04,2017,10-Q,Q1,3418900000.0,,-0.38,3810400000.0,-165900000.0,,,435900000.0,AVON,1306500000.0
2017-08-03,2017,10-Q,Q2,3418900000.0,,-0.32,3810400000.0,-132900000.0,,,436400000.0,AVON,2740800000.0
2017-11-02,2017,10-Q,Q3,3418900000.0,,-0.25,3810400000.0,-96900000.0,,,436700000.0,AVON,4149600000.0
2018-02-22,2017,10-K,FY,3418900000.0,,-2.6,3810400000.0,-1148900000.0,,,435200000.0,AVON,6160500000.0
2018-05-03,2018,10-Q,Q1,3697900000.0,,-0.1,3944800000.0,-36500000.0,,1393500000.0,438600000.0,AVON,1333100000.0
2018-08-03,2018,10-Q,Q2,3697900000.0,,-0.21,3944800000.0,-82000000.0,,2729000000.0,439300000.0,AVON,2729000000.0
2018-11-02,2018,10-Q,Q3,3697900000.0,,-0.2,3944800000.0,-69500000.0,,4146800000.0,439500000.0,AVON,4146800000.0
2019-02-21,2018,10-K,FY,3418900000.0,,-0.29,3944800000.0,-107600000.0,,5717700000.0,437000000.0,AVON,
2019-05-03,2019,10-Q,Q1,3010000000.0,,-0.06,3414700000.0,-20300000.0,,1393500000.0,440900000.0,AVON,1393500000.0
2019-08-01,2019,10-Q,Q2,3010000000.0,,-0.15,3414700000.0,-56400000.0,,2745400000.0,441500000.0,AVON,2745400000.0
2019-10-31,2019,10-Q,Q3,3010000000.0,,0.09,3414700000.0,58100000.0,,4169600000.0,441800000.0,AVON,4169600000.0
2020-03-05,2019,10-K,FY,3697900000.0,,,3414700000.0,22000000.0,,5715600000.0,,AVON,
2020-05-14,2020,10-Q,Q1,3086300000.0,101.34,,3491600000.0,-32700000.0,,1186900000.0,,AVON,5500000.0
2020-08-14,2020,10-Q,Q2,3086300000.0,101.34,,3491600000.0,-52200000.0,,2361700000.0,,AVON,2361700000.0
2020-11-13,2020,10-Q,Q3,3086300000.0,101.34,,3491600000.0,54700000.0,,3549700000.0,,AVON,3549700000.0
2021-03-05,2020,10-K,FY,3010000000.0,101.34,,3491600000.0,-19500000.0,,5571300000.0,,AVON,5571300000.0
2021-05-13,2021,10-Q,Q1,2564300000.0,101.34,,3431500000.0,-171000000.0,,,,AVON,957300000.0
2021-08-13,2021,10-Q,Q2,2564300000.0,101.34,,3431500000.0,-263800000.0,,,,AVON,1563800000.0
2021-11-12,2021,10-Q,Q3,2564300000.0,101.34,,3431500000.0,-296600000.0,,2423000000.0,,AVON,2561800000.0
2022-03-10,2021,10-K,FY,3086300000.0,101.34,,3431500000.0,-300000.0,,4494100000.0,,AVON,4763200000.0
2022-05-06,2022,10-Q,Q1,2307800000.0,101.34,,3162500000.0,-63600000.0,,850400000.0,,AVON,904400000.0
2022-08-12,2022,10-Q,Q2,2307800000.0,101.34,,3162500000.0,-125200000.0,,1715200000.0,,AVON,1821400000.0
2022-11-10,2022,10-Q,Q3,2307800000.0,101.34,,3162500000.0,-167700000.0,,2443900000.0,,AVON,2589700000.0
2023-03-14,2022,10-K,FY,2564300000.0,101.34,,3162500000.0,-362800000.0,,3431200000.0,,AVON,3625200000.0
2023-05-15,2023,10-Q,Q1,2161700000.0,101.34,,3402900000.0,-97200000.0,,631400000.0,,AVON,663300000.0
